reSASC,Dollo-k,PP,Measure
0.5882865229697366,0.4821643310534428,0.4501555581365838,MP3
0.3634261856147791,0.41938513815699086,0.37371441741490113,MP3
0.6566396761133603,0.4493393025970477,0.455239814535653,MP3
0.4875210147812378,0.43367123283126496,0.4215174867748219,MP3
0.45587389453541005,0.4291528138144991,0.4686506074248573,MP3
0.44059434353075866,0.5149716156257584,0.5123094156954223,MP3
0.5008401103006228,0.4683078500303975,0.4702729373838759,MP3
0.5083111902508108,0.5046524473361541,0.5093687596116447,MP3
0.6599638862040433,0.6599946419686938,0.5925086038320151,MP3
0.5765452690463676,0.5648156444630341,0.5021735055363871,MP3
0.5350015589919287,0.5546947991937883,0.5237455631760874,MP3
0.5728645039552943,0.5191391402432366,0.48311825845346124,MP3
0.47919580910374115,0.49340848164202733,0.4665339880875049,MP3
0.5876612193348387,0.5161365195529878,0.4746365082489017,MP3
0.49665372265997376,0.512323769519557,0.47055117775115285,MP3
0.5655775425678785,0.5317526683723998,0.49736919322010054,MP3
0.5575876333551056,0.487904785065748,0.42604081755860534,MP3
0.49741027083684997,0.4991627098118011,0.4673536621861423,MP3
0.6217229897814689,0.6283439856098588,0.5770997129277453,MP3
0.6021440299911572,0.5497742550201916,0.5232373458992645,MP3
0.4272891849037054,0.48737846029977255,0.4954878499082638,MP3
0.2513414196785041,0.3585376925505442,0.2406340750017917,MP3
0.5216623642561696,0.6095144785543218,0.5181472483542928,MP3
0.4065622600013615,0.34426199083934794,0.38481346170239655,MP3
0.5877110088174189,0.5631615278416935,0.4545695565341781,MP3
0.5363936822863183,0.5190974485550388,0.4674488075660635,MP3
0.4574298093316227,0.37077422240168106,0.37846713766808926,MP3
0.6025372364635548,0.5886665298351217,0.5360973214578485,MP3
0.4773422787258252,0.4498781319433322,0.44996505119947444,MP3
0.5726104942303505,0.5273241889832354,0.4729476265984286,MP3
0.539115880491898,0.43254297775192735,0.5056469978919259,MP3
0.6050511648160244,0.5377023006023659,0.47275440592381524,MP3
0.559046842406089,0.4740954531322781,0.4881729641021136,MP3
0.6617962877741985,0.5399432221537064,0.5848334744552859,MP3
0.5977686010655889,0.455468191278544,0.4777140264277531,MP3
0.3288807095326488,0.34540513122105854,0.3220496133718471,MP3
0.38562831454616164,0.34240841917726117,0.31865458349523224,MP3
0.5661876768996299,0.5632121344074316,0.5118681895215766,MP3
0.6654292165792798,0.6376822687435416,0.47166591586525275,MP3
0.41994795714457545,0.4061776882006014,0.37855621412203244,MP3
0.627246963562753,0.5808448583592715,0.5452187638633762,MP3
0.597830031206909,0.41902701369364315,0.42175020018899745,MP3
0.46264952469397075,0.46449091743016097,0.43053526962410904,MP3
0.6205748402158521,0.6338168318726319,0.40811976248049003,MP3
0.44052893763767775,0.337743888252076,0.4069577779389894,MP3
0.4724576270345909,0.3799871272822645,0.4101297116682877,MP3
0.4205252479615877,0.5894060130270643,0.4248677311412493,MP3
0.5319742224219551,0.5076940840197475,0.43023449785527024,MP3
0.496641289239191,0.4176591571868462,0.4509178421995785,MP3
0.4752811101630957,0.44985863027837214,0.41849558190318586,MP3
