reSASC,Dollo-k,PP,infSCITE,Measure
0.5145437485338963,0.528595368023031,0.528595368023031,0.5072815533980582,MP3
0.5994070381987711,0.5254157177845572,0.5254157177845572,0.5046898140529866,MP3
0.6269496841833885,0.5419584926739139,0.5419584926739139,0.5413032746420932,MP3
0.5540904637491836,0.47329523482146696,0.47363898079319383,0.47897811420108605,MP3
0.608774115928329,0.5380483822455205,0.5380483822455205,0.5581575215915439,MP3
0.4919090909090909,0.4532272727272727,0.4532272727272727,0.44677440318877,MP3
0.43805623375600533,0.5020909090909091,0.5020909090909091,0.4789653827823751,MP3
0.553248885761201,0.4466978902590985,0.4466978902590985,0.42031429981898966,MP3
0.5766768358183303,0.530443002621063,0.530443002621063,0.4613707421425045,MP3
0.6384222059897735,0.5651613457654793,0.5651613457654793,0.502961987822939,MP3
0.6431487131010184,0.4224637992523525,0.4224637992523525,0.4219187098897482,MP3
0.5856142310832295,0.5412280324839943,0.5412280324839943,0.565891805955399,MP3
0.6290121600137498,0.5340093670777296,0.5340093670777296,0.5385469804179694,MP3
0.4852630785466606,0.5492630945731105,0.5492630945731105,0.5243541220997202,MP3
0.6734842951059167,0.5697589481373265,0.5697589481373265,0.5771762382754648,MP3
0.44549180327868854,0.44472727272727275,0.44472727272727275,0.42779775572982104,MP3
0.4998492386552088,0.5660636789412624,0.5660636789412624,0.5406039164061215,MP3
0.5166501955055214,0.5166501955055214,0.5166501955055214,0.49465196643080467,MP3
0.6487727272727273,0.5471818181818182,0.5471818181818182,0.5219877821584853,MP3
0.6376058093069222,0.5472865552356808,0.5472865552356808,0.5566891558334705,MP3
0.5195720362652,0.46891247368194905,0.46891247368194905,0.46832318578245846,MP3
0.6288402870278864,0.577063550036523,0.577063550036523,0.5201579726838901,MP3
0.5868032786885246,0.5309090909090909,0.5309090909090909,0.582990338373554,MP3
0.6260903192540712,0.48953723198556265,0.48953723198556265,0.46869343426032584,MP3
0.5979751796211626,0.5447943969406609,0.5447943969406609,0.524107289781142,MP3
0.54226288216436,0.4178232286340394,0.4178232286340394,0.5248066480171137,MP3
0.48111658456486045,0.49473638980793194,0.49473638980793194,0.4745762711864407,MP3
0.6787693894212177,0.5932625789541529,0.5932625789541529,0.568249136086885,MP3
0.5017202283212135,0.51458771967516,0.5160486400549994,0.47527562942241236,MP3
0.5525842520916413,0.5489193486013836,0.5489193486013836,0.5224617409906204,MP3
0.5616154507780123,0.4143857689167705,0.4143857689167705,0.4591492512753003,MP3
0.5825634855841533,0.3770463627379367,0.3770463627379367,0.42105479677472435,MP3
0.5532097896629916,0.5528724272762429,0.5528724272762429,0.5032088201415172,MP3
0.5252868852459016,0.5290909090909091,0.5290909090909091,0.525540487847147,MP3
0.6611818181818182,0.4843181818181818,0.4843181818181818,0.5924353364238985,MP3
0.6675546770936278,0.5238688609117862,0.5238688609117862,0.5015632713509955,MP3
0.5859732201175702,0.48347870923387615,0.48347870923387615,0.524148428500905,MP3
0.5467198373602314,0.5458256348558416,0.5458256348558416,0.536160934671713,MP3
0.6115670519486099,0.52580243200275,0.52580243200275,0.48465525752838573,MP3
0.6425901258969622,0.4103037855025136,0.4103037855025136,0.4520322527562942,MP3
0.6051229508196722,0.5688566149615434,0.5688566149615434,0.5460753661346059,MP3
0.5738409315515833,0.5095174665921883,0.5095174665921883,0.5089271021885798,MP3
0.5310454545454546,0.4052272727272727,0.4052272727272727,0.38655170919804166,MP3
0.6068337687785761,0.5451381429123877,0.5451381429123877,0.5227497120289617,MP3
0.5925321187642333,0.4646586172818287,0.4646586172818287,0.5403159453677802,MP3
0.6700468353886478,0.40759678597516436,0.40759678597516436,0.3927102188579891,MP3
0.6429768401151549,0.5101190220427104,0.5101190220427104,0.542126049037354,MP3
0.5122674343660035,0.3089416920895458,0.3089416920895458,0.4318331413526411,MP3
0.6611094401237485,0.4490181755682551,0.44854552485713056,0.5656985354615764,MP3
0.3679330619629127,0.4146435783955657,0.4146435783955657,0.3884729307223959,MP3
