reSASC,Dollo-k,PP,infSCITE,Measure
0.8501026694045175,0.8662162162162161,0.8662162162162161,0.8662162162162161,Ancestor-Descendant
0.8727272727272727,0.8641765704584041,0.8641765704584041,0.8488964346349746,Ancestor-Descendant
0.8597359735973598,0.8181083265966047,0.8181083265966047,0.82687338501292,Ancestor-Descendant
0.8273921200750468,0.7878787878787878,0.7878787878787878,0.8103946102021176,Ancestor-Descendant
0.9042618900555899,0.8906536346976175,0.8906536346976175,0.8949658172778123,Ancestor-Descendant
0.8156312625250501,0.8027613412228797,0.8027613412228797,0.7546777546777548,Ancestor-Descendant
0.8685064935064936,0.8663967611336033,0.8663967611336033,0.8663967611336033,Ancestor-Descendant
0.8294501397949675,0.8123861566484517,0.8105646630236795,0.801457194899818,Ancestor-Descendant
0.8626728110599078,0.8509090909090908,0.8509090909090908,0.8219944082013048,Ancestor-Descendant
0.907138344914719,0.907138344914719,0.907138344914719,0.8399452804377566,Ancestor-Descendant
0.8232445520581113,0.759725400457666,0.759725400457666,0.7811764705882352,Ancestor-Descendant
0.8538283062645012,0.8446824789594493,0.8446824789594493,0.8485780169100693,Ancestor-Descendant
0.8974970202622169,0.8944900351699884,0.8944900351699884,0.8974970202622169,Ancestor-Descendant
0.8809683927370545,0.8791946308724832,0.8791946308724832,0.8778523489932886,Ancestor-Descendant
0.8485915492957746,0.8383233532934132,0.8383233532934132,0.8446428571428571,Ancestor-Descendant
0.7956989247311828,0.7808988764044943,0.7808988764044943,0.7988505747126436,Ancestor-Descendant
0.846780162842339,0.871244635193133,0.8726752503576538,0.8698140200286124,Ancestor-Descendant
0.7787307032590052,0.7770154373927959,0.7804459691252145,0.7770154373927959,Ancestor-Descendant
0.8525730180806677,0.8455172413793103,0.8455172413793103,0.8455172413793103,Ancestor-Descendant
0.8350305498981669,0.8126858275520317,0.8126858275520317,0.8079331941544885,Ancestor-Descendant
0.8612903225806452,0.8258785942492013,0.8258785942492013,0.8433931484502447,Ancestor-Descendant
0.8767772511848341,0.8656250000000001,0.8656250000000001,0.8460365853658538,Ancestor-Descendant
0.8472095150960659,0.8561278863232682,0.8561278863232682,0.8547945205479452,Ancestor-Descendant
0.8421052631578947,0.8413284132841329,0.8413284132841329,0.8413284132841329,Ancestor-Descendant
0.8433402346445825,0.8292349726775956,0.8360655737704918,0.8535211267605635,Ancestor-Descendant
0.8477103301384451,0.831765935214211,0.831765935214211,0.846808510638298,Ancestor-Descendant
0.8464351005484461,0.8464351005484461,0.8464351005484461,0.850378787878788,Ancestor-Descendant
0.8662704309063893,0.8592483419307296,0.8607221812822403,0.8423423423423423,Ancestor-Descendant
0.7754279959718027,0.7789678675754624,0.7789678675754624,0.7789678675754624,Ancestor-Descendant
0.8376787216148023,0.8509960159362551,0.8509960159362551,0.8184931506849316,Ancestor-Descendant
0.7621359223300971,0.7353951890034365,0.7353951890034365,0.7241798298906439,Ancestor-Descendant
0.7708333333333333,0.7410586552217453,0.7410586552217453,0.660436137071651,Ancestor-Descendant
0.861474844934528,0.8551912568306012,0.8538251366120219,0.8371448371448371,Ancestor-Descendant
0.8399661303979677,0.8471892319873318,0.8471892319873318,0.8587479935794542,Ancestor-Descendant
0.8250904704463209,0.8047058823529412,0.8047058823529412,0.8154402895054281,Ancestor-Descendant
0.8364950316169829,0.8462222222222223,0.8462222222222223,0.7861692447679709,Ancestor-Descendant
0.8338624338624337,0.8092369477911647,0.8092369477911647,0.8039003250270856,Ancestor-Descendant
0.8083333333333332,0.8438751000800642,0.8438751000800642,0.8506860371267151,Ancestor-Descendant
0.8839615668883961,0.8817518248175182,0.8817518248175182,0.8605697151424289,Ancestor-Descendant
0.7912844036697247,0.75599128540305,0.75599128540305,0.7780269058295964,Ancestor-Descendant
0.8480509148766905,0.8411214953271028,0.8426791277258566,0.8433359314107559,Ancestor-Descendant
0.8658008658008658,0.8486140724946695,0.8486140724946695,0.8614718614718614,Ancestor-Descendant
0.8274383708467311,0.8143459915611814,0.8143459915611814,0.8067940552016984,Ancestor-Descendant
0.859273066169618,0.8343666961913196,0.8343666961913196,0.8343666961913196,Ancestor-Descendant
0.8372591006423982,0.8012295081967213,0.8012295081967213,0.815595363540569,Ancestor-Descendant
0.8466522678185746,0.8236536430834213,0.8236536430834213,0.8280254777070064,Ancestor-Descendant
0.909436352121596,0.8951663527934715,0.8951663527934715,0.9013367281985997,Ancestor-Descendant
0.7718383311603652,0.7389659520807061,0.7389659520807061,0.7503201024327784,Ancestor-Descendant
0.8324661810613944,0.786206896551724,0.7881773399014778,0.7779005524861878,Ancestor-Descendant
0.7073170731707317,0.734793187347932,0.734793187347932,0.6984924623115578,Ancestor-Descendant
