task_id	name	process	status	exit	duration	realtime	rss	peak_rss
159	run_resasc (40)	run_resasc	CACHED	0	14m 42s	14m 41s	4.8 MB	4.8 MB
92	run_ppsasc (22)	run_ppsasc	CACHED	0	29m 41s	29m 41s	4.6 MB	4.6 MB
33	run_ppsasc (10)	run_ppsasc	CACHED	0	20m 9s	20m 9s	4.5 MB	4.5 MB
164	cvt_scite_input (41)	cvt_scite_input	CACHED	0	1.1s	357ms	17.4 MB	17.4 MB
74	cvt_scite_input (19)	cvt_scite_input	CACHED	0	1.2s	484ms	14.8 MB	14.8 MB
5	cvt_scite_input (2)	cvt_scite_input	CACHED	0	1.1s	350ms	17.4 MB	17.4 MB
97	run_resasc (24)	run_resasc	CACHED	0	15m 5s	15m 5s	4.7 MB	4.7 MB
27	cvt_scite_input (7)	cvt_scite_input	CACHED	0	1.1s	358ms	17.2 MB	17.3 MB
110	run_resasc (28)	run_resasc	CACHED	0	14m 46s	14m 46s	4.8 MB	4.8 MB
181	run_ppsasc (43)	run_ppsasc	CACHED	0	1h 7m 39s	1h 7m 38s	4.6 MB	4.6 MB
64	run_resasc (14)	run_resasc	CACHED	0	15m 19s	15m 19s	4.7 MB	4.7 MB
2	cvt_scite_input (1)	cvt_scite_input	CACHED	0	1.2s	488ms	17.4 MB	17.4 MB
99	run_resasc (25)	run_resasc	CACHED	0	15m 58s	15m 57s	4.7 MB	4.7 MB
144	run_sasc (38)	run_sasc	CACHED	0	1h 21m 16s	1h 21m 16s	4.7 MB	4.7 MB
146	run_sasc (39)	run_sasc	CACHED	0	34m 53s	34m 52s	4.6 MB	4.6 MB
118	cvt_scite_input (25)	cvt_scite_input	CACHED	0	1.1s	323ms	19.6 MB	19.6 MB
106	run_ppsasc (28)	run_ppsasc	CACHED	0	29m 10s	29m 10s	4.5 MB	4.5 MB
158	run_resasc (39)	run_resasc	CACHED	0	14m 10s	14m 10s	4.6 MB	4.6 MB
108	run_ppsasc (29)	run_ppsasc	CACHED	0	19m 58s	19m 58s	4.6 MB	4.6 MB
20	run_ppsasc (6)	run_ppsasc	CACHED	0	26m 40s	26m 39s	4.6 MB	4.6 MB
65	cvt_scite_input (16)	cvt_scite_input	CACHED	0	1.2s	190ms	23.8 MB	23.8 MB
53	run_ppsasc (16)	run_ppsasc	CACHED	0	29m	28m 59s	4.6 MB	4.6 MB
129	cvt_scite_input (30)	cvt_scite_input	CACHED	0	1.4s	594ms	9.2 MB	9.2 MB
78	run_sasc (22)	run_sasc	CACHED	0	53m 39s	53m 39s	4.7 MB	4.7 MB
84	cvt_scite_input (22)	cvt_scite_input	CACHED	0	1.2s	395ms	17 MB	17 MB
56	run_resasc (11)	run_resasc	CACHED	0	14m 46s	14m 46s	4.6 MB	4.6 MB
95	run_sasc (27)	run_sasc	CACHED	0	43m 18s	43m 18s	4.6 MB	4.6 MB
121	run_resasc (30)	run_resasc	CACHED	0	15m 9s	15m 9s	4.6 MB	4.6 MB
31	run_resasc (6)	run_resasc	CACHED	0	14m 47s	14m 47s	4.7 MB	4.7 MB
186	run_resasc (47)	run_resasc	CACHED	0	14m 44s	14m 44s	4.7 MB	4.7 MB
171	run_sasc (47)	run_sasc	CACHED	0	30m 57s	30m 56s	4.6 MB	4.6 MB
112	run_sasc (29)	run_sasc	CACHED	0	57m 39s	57m 39s	4.7 MB	4.7 MB
165	run_ppsasc (40)	run_ppsasc	CACHED	0	29m 43s	29m 43s	4.6 MB	4.6 MB
45	run_resasc (9)	run_resasc	CACHED	0	15m 7s	15m 7s	4.7 MB	4.7 MB
13	cvt_scite_input (4)	cvt_scite_input	CACHED	0	1.2s	315ms	20.8 MB	20.8 MB
89	run_resasc (23)	run_resasc	CACHED	0	14m 26s	14m 26s	4.7 MB	4.7 MB
35	run_resasc (7)	run_resasc	CACHED	0	14m 40s	14m 39s	4.7 MB	4.7 MB
32	cvt_scite_input (8)	cvt_scite_input	CACHED	0	1.1s	394ms	18.4 MB	18.4 MB
135	run_resasc (35)	run_resasc	CACHED	0	15m 49s	15m 49s	4.7 MB	4.7 MB
156	cvt_scite_input (38)	cvt_scite_input	CACHED	0	1.2s	344ms	14 MB	14 MB
192	run_ppsasc (46)	run_ppsasc	CACHED	0	52m 16s	52m 15s	4.7 MB	4.7 MB
157	run_sasc (42)	run_sasc	CACHED	0	26m 12s	26m 12s	4.7 MB	4.7 MB
25	run_ppsasc (8)	run_ppsasc	CACHED	0	37m 22s	37m 22s	4.7 MB	4.7 MB
40	run_sasc (12)	run_sasc	CACHED	0	48m 46s	48m 45s	4.6 MB	4.6 MB
76	run_resasc (17)	run_resasc	CACHED	0	14m 25s	14m 25s	4.6 MB	4.6 MB
143	run_ppsasc (36)	run_ppsasc	CACHED	0	48m 56s	48m 56s	4.6 MB	4.6 MB
17	run_sasc (5)	run_sasc	CACHED	0	34m 10s	34m 10s	4.7 MB	4.7 MB
19	run_resasc (4)	run_resasc	CACHED	0	13m 50s	13m 50s	4.5 MB	4.5 MB
113	run_sasc (30)	run_sasc	CACHED	0	45m 38s	45m 38s	4.6 MB	4.6 MB
197	cvt_scite_input (48)	cvt_scite_input	CACHED	0	1.1s	253ms	24.1 MB	24.1 MB
68	run_sasc (20)	run_sasc	CACHED	0	36m 27s	36m 26s	4.6 MB	4.6 MB
98	cvt_scite_input (23)	cvt_scite_input	CACHED	0	1.7s	306ms	2.1 MB	2.1 MB
4	run_sasc (1)	run_sasc	CACHED	0	39m 12s	39m 12s	4.7 MB	4.7 MB
1	run_resasc (1)	run_resasc	CACHED	0	14m 26s	14m 26s	4.6 MB	4.6 MB
166	cvt_scite_input (42)	cvt_scite_input	CACHED	0	1.2s	376ms	18.5 MB	18.5 MB
37	cvt_scite_input (9)	cvt_scite_input	CACHED	0	969ms	257ms	24 MB	24 MB
15	run_ppsasc (5)	run_ppsasc	CACHED	0	26m 57s	26m 57s	4.6 MB	4.6 MB
51	run_resasc (10)	run_resasc	CACHED	0	15m 12s	15m 12s	4.6 MB	4.6 MB
148	cvt_scite_input (36)	cvt_scite_input	CACHED	0	1.2s	384ms	16.3 MB	16.3 MB
100	cvt_scite_input (24)	cvt_scite_input	CACHED	0	1.2s	291ms	18.1 MB	18.1 MB
200	cvt_scite_input (50)	cvt_scite_input	CACHED	0	1.1s	331ms	21.8 MB	21.8 MB
189	run_resasc (50)	run_resasc	CACHED	0	15m 34s	15m 34s	4.7 MB	4.7 MB
173	cvt_scite_input (43)	cvt_scite_input	CACHED	0	1.3s	363ms	24.1 MB	24.1 MB
178	run_resasc (43)	run_resasc	CACHED	0	14m 38s	14m 37s	4.6 MB	4.6 MB
36	run_ppsasc (11)	run_ppsasc	CACHED	0	34m 5s	34m 5s	4.7 MB	4.7 MB
160	run_resasc (41)	run_resasc	CACHED	0	14m 47s	14m 47s	4.8 MB	4.8 MB
155	cvt_scite_input (37)	cvt_scite_input	CACHED	0	1.5s	230ms	24.1 MB	24.1 MB
7	run_ppsasc (2)	run_ppsasc	CACHED	0	29m 49s	29m 49s	4.5 MB	4.5 MB
120	cvt_scite_input (27)	cvt_scite_input	CACHED	0	1.1s	316ms	24.3 MB	24.3 MB
59	cvt_scite_input (14)	cvt_scite_input	CACHED	0	1.2s	351ms	15.2 MB	15.2 MB
132	run_resasc (34)	run_resasc	CACHED	0	14m 42s	14m 42s	4.7 MB	4.7 MB
194	run_ppsasc (48)	run_ppsasc	CACHED	0	28m 15s	28m 14s	4.7 MB	4.7 MB
63	run_ppsasc (18)	run_ppsasc	CACHED	0	19m 57s	19m 57s	4.6 MB	4.6 MB
94	run_sasc (26)	run_sasc	CACHED	0	42m 50s	42m 50s	4.6 MB	4.6 MB
46	cvt_scite_input (11)	cvt_scite_input	CACHED	0	1.6s	367ms	21.7 MB	21.7 MB
115	run_sasc (32)	run_sasc	CACHED	0	1h 5m 20s	1h 5m 19s	4.7 MB	4.7 MB
119	cvt_scite_input (26)	cvt_scite_input	CACHED	0	1.3s	299ms	17.5 MB	17.5 MB
117	run_ppsasc (31)	run_ppsasc	CACHED	0	21m 39s	21m 39s	4.6 MB	4.6 MB
12	run_ppsasc (4)	run_ppsasc	CACHED	0	26m 41s	26m 41s	4.5 MB	4.5 MB
21	run_sasc (6)	run_sasc	CACHED	0	39m 47s	39m 46s	4.7 MB	4.7 MB
167	run_resasc (42)	run_resasc	CACHED	0	15m 17s	15m 17s	4.6 MB	4.6 MB
41	run_resasc (8)	run_resasc	CACHED	0	15m	14m 59s	4.7 MB	4.7 MB
75	cvt_scite_input (20)	cvt_scite_input	CACHED	0	1.2s	323ms	14 MB	14 MB
58	run_ppsasc (17)	run_ppsasc	CACHED	0	42m 17s	42m 17s	4.6 MB	4.6 MB
67	run_sasc (19)	run_sasc	CACHED	0	1h 39s	1h 38s	4.7 MB	4.7 MB
127	run_resasc (32)	run_resasc	CACHED	0	15m 4s	15m 3s	4.8 MB	4.8 MB
50	cvt_scite_input (12)	cvt_scite_input	CACHED	0	1.5s	378ms	24.2 MB	24.2 MB
61	run_resasc (13)	run_resasc	CACHED	0	14m 31s	14m 31s	4.8 MB	4.8 MB
39	run_ppsasc (12)	run_ppsasc	CACHED	0	31m 20s	31m 19s	4.5 MB	4.5 MB
177	run_sasc (50)	run_sasc	CACHED	0	39m 58s	39m 58s	4.7 MB	4.7 MB
77	cvt_scite_input (21)	cvt_scite_input	CACHED	0	1.2s	270ms	21.5 MB	21.5 MB
136	run_sasc (35)	run_sasc	CACHED	0	43m 56s	43m 56s	4.6 MB	4.6 MB
107	run_sasc (28)	run_sasc	CACHED	0	40m 56s	40m 56s	4.6 MB	4.6 MB
57	run_sasc (17)	run_sasc	CACHED	0	1h 7m 26s	1h 7m 26s	4.6 MB	4.6 MB
149	run_resasc (37)	run_resasc	CACHED	0	14m 51s	14m 51s	4.7 MB	4.7 MB
48	run_ppsasc (14)	run_ppsasc	CACHED	0	20m 54s	20m 53s	4.6 MB	4.6 MB
124	cvt_scite_input (28)	cvt_scite_input	CACHED	0	1.4s	325ms	18.3 MB	18.3 MB
131	run_ppsasc (34)	run_ppsasc	CACHED	0	20m 4s	20m 4s	4.5 MB	4.5 MB
101	run_resasc (26)	run_resasc	CACHED	0	14m 40s	14m 40s	4.6 MB	4.6 MB
105	run_ppsasc (27)	run_ppsasc	CACHED	0	20m 2s	20m 1s	4.6 MB	4.6 MB
22	run_ppsasc (7)	run_ppsasc	CACHED	0	20m 1s	20m 1s	4.7 MB	4.7 MB
150	run_ppsasc (38)	run_ppsasc	CACHED	0	51m 29s	51m 28s	4.6 MB	4.6 MB
88	run_resasc (22)	run_resasc	CACHED	0	14m 14s	14m 14s	4.6 MB	4.6 MB
42	cvt_scite_input (10)	cvt_scite_input	CACHED	0	1.2s	355ms	17.1 MB	17.1 MB
93	run_ppsasc (23)	run_ppsasc	CACHED	0	34m 58s	34m 58s	4.7 MB	4.7 MB
8	run_resasc (2)	run_resasc	CACHED	0	14m 55s	14m 55s	4.7 MB	4.7 MB
235	run_infscite (38)	run_infscite	CACHED	0	6h 26s	6h 26s	5.1 MB	5.1 MB
231	run_infscite (30)	run_infscite	CACHED	0	5h 52m 9s	5h 52m 9s	5 MB	5 MB
221	run_infscite (49)	run_infscite	CACHED	0	6h 10m	6h 10m	5 MB	5 MB
247	run_infscite (13)	run_infscite	CACHED	0	5h 34m 40s	5h 34m 40s	5 MB	5 MB
209	run_infscite (21)	run_infscite	CACHED	0	5h 46m 59s	5h 46m 59s	5 MB	5 MB
250	run_infscite (31)	run_infscite	CACHED	0	5h 52m 35s	5h 52m 35s	5 MB	5 MB
248	run_infscite (16)	run_infscite	CACHED	0	5h 39m 8s	5h 39m 8s	5 MB	5 MB
216	run_infscite (43)	run_infscite	CACHED	0	5h 48m 58s	5h 48m 58s	5 MB	5 MB
246	run_infscite (46)	run_infscite	CACHED	0	5h 33m 46s	5h 33m 46s	5 MB	5 MB
210	run_infscite (36)	run_infscite	CACHED	0	5h 44m 4s	5h 44m 4s	5 MB	5 MB
241	run_infscite (39)	run_infscite	CACHED	0	6h 9m 31s	6h 9m 31s	5 MB	5 MB
224	run_infscite (23)	run_infscite	CACHED	0	5h 45m 6s	5h 45m 6s	5 MB	5 MB
220	run_infscite (12)	run_infscite	CACHED	0	6h 14s	6h 13s	4.9 MB	4.9 MB
226	run_infscite (25)	run_infscite	CACHED	0	6h 5m 15s	6h 5m 15s	5 MB	5 MB
243	run_infscite (50)	run_infscite	CACHED	0	5h 52m 15s	5h 52m 15s	5.1 MB	5.1 MB
232	run_infscite (1)	run_infscite	CACHED	0	6h 10m 1s	6h 10m	5 MB	5 MB
207	run_infscite (26)	run_infscite	CACHED	0	4h 15m 55s	4h 15m 54s	5.1 MB	5.1 MB
230	run_infscite (10)	run_infscite	CACHED	0	6h 8m 26s	6h 8m 26s	5 MB	5 MB
222	run_infscite (19)	run_infscite	CACHED	0	5h 52m 41s	5h 52m 40s	5.1 MB	5.1 MB
217	run_infscite (9)	run_infscite	CACHED	0	5h 51m 53s	5h 51m 53s	5.1 MB	5.1 MB
233	run_infscite (6)	run_infscite	CACHED	0	5h 52m 31s	5h 52m 31s	5 MB	5 MB
225	run_infscite (2)	run_infscite	CACHED	0	6h 9m 2s	6h 9m 2s	5.1 MB	5.1 MB
205	run_infscite (5)	run_infscite	CACHED	0	5h 37m 37s	5h 37m 37s	5.1 MB	5.1 MB
213	run_infscite (41)	run_infscite	CACHED	0	5h 49m 32s	5h 49m 32s	5.2 MB	5.2 MB
203	run_infscite (17)	run_infscite	CACHED	0	6h 9m 6s	6h 9m 6s	5.1 MB	5.1 MB
238	run_infscite (44)	run_infscite	CACHED	0	5h 43m 14s	5h 43m 14s	5 MB	5 MB
236	run_infscite (20)	run_infscite	CACHED	0	5h 59m 29s	5h 59m 29s	5.1 MB	5.1 MB
234	run_infscite (3)	run_infscite	CACHED	0	5h 59m 45s	5h 59m 45s	5.2 MB	5.2 MB
244	run_infscite (24)	run_infscite	CACHED	0	5h 46m 58s	5h 46m 58s	5 MB	5 MB
202	run_infscite (15)	run_infscite	CACHED	0	5h 55m 25s	5h 55m 25s	5 MB	5 MB
212	run_infscite (7)	run_infscite	CACHED	0	6h 3m 17s	6h 3m 17s	5 MB	5 MB
218	run_infscite (47)	run_infscite	CACHED	0	5h 37m 14s	5h 37m 14s	5 MB	5 MB
206	run_infscite (4)	run_infscite	CACHED	0	6h 30s	6h 30s	5.1 MB	5.1 MB
245	run_infscite (34)	run_infscite	CACHED	0	5h 54m 16s	5h 54m 16s	5 MB	5 MB
214	run_infscite (18)	run_infscite	CACHED	0	5h 50m 33s	5h 50m 32s	5 MB	5 MB
237	run_infscite (33)	run_infscite	CACHED	0	5h 47m 52s	5h 47m 52s	5 MB	5 MB
240	run_infscite (11)	run_infscite	CACHED	0	6h 19s	6h 19s	5 MB	5 MB
201	run_infscite (32)	run_infscite	CACHED	0	4h 14m 57s	4h 14m 57s	5.1 MB	5.1 MB
239	run_infscite (40)	run_infscite	CACHED	0	5h 51m 23s	5h 51m 23s	5 MB	5 MB
219	run_infscite (37)	run_infscite	CACHED	0	6h 11m 30s	6h 11m 30s	4.9 MB	4.9 MB
227	run_infscite (29)	run_infscite	CACHED	0	5h 51m 49s	5h 51m 49s	5 MB	5 MB
228	run_infscite (27)	run_infscite	CACHED	0	5h 58m 24s	5h 58m 24s	5 MB	5 MB
215	run_infscite (42)	run_infscite	CACHED	0	5h 26m 18s	5h 26m 18s	5 MB	5 MB
229	run_infscite (22)	run_infscite	CACHED	0	6h 36s	6h 35s	5 MB	5 MB
208	run_infscite (35)	run_infscite	CACHED	0	5h 44m 40s	5h 44m 40s	5 MB	5 MB
211	run_infscite (8)	run_infscite	CACHED	0	5h 50m 14s	5h 50m 13s	5.1 MB	5.1 MB
242	run_infscite (45)	run_infscite	CACHED	0	5h 38m 7s	5h 38m 7s	5 MB	5 MB
223	run_infscite (28)	run_infscite	CACHED	0	6h 55s	6h 55s	5 MB	5 MB
249	run_infscite (14)	run_infscite	CACHED	0	5h 58m 58s	5h 58m 58s	5.1 MB	5.1 MB
204	run_infscite (48)	run_infscite	CACHED	0	6h 3m 43s	6h 3m 43s	5.1 MB	5.1 MB
268	mat_infscite (45)	mat_infscite	CACHED	0	444ms	264ms	15.1 MB	15.1 MB
259	mat_infscite (20)	mat_infscite	CACHED	0	465ms	301ms	16.7 MB	16.7 MB
270	mat_infscite (38)	mat_infscite	CACHED	0	424ms	272ms	14.9 MB	14.9 MB
309	trim_infscite (22)	trim_infscite	CACHED	0	351ms	50ms	2.2 MB	2.2 MB
306	mat_infscite (39)	mat_infscite	CACHED	0	439ms	275ms	15.5 MB	15.5 MB
266	trim_infscite (34)	trim_infscite	CACHED	0	337ms	42ms	2.2 MB	2.2 MB
289	trim_infscite (5)	trim_infscite	CACHED	0	373ms	50ms	0	0
302	trim_infscite (47)	trim_infscite	CACHED	0	298ms	46ms	2.1 MB	2.1 MB
277	trim_infscite (41)	trim_infscite	CACHED	0	266ms	47ms	2.1 MB	2.1 MB
290	mat_infscite (5)	mat_infscite	CACHED	0	435ms	279ms	24.8 MB	25 MB
300	mat_infscite (19)	mat_infscite	CACHED	0	434ms	292ms	17.8 MB	17.8 MB
301	mat_infscite (47)	mat_infscite	CACHED	0	484ms	275ms	14.9 MB	14.9 MB
261	trim_infscite (17)	trim_infscite	CACHED	0	365ms	149ms	2.2 MB	2.2 MB
278	mat_infscite (41)	mat_infscite	CACHED	0	423ms	242ms	14.7 MB	14.8 MB
313	trim_infscite (18)	trim_infscite	CACHED	0	308ms	76ms	2.1 MB	2.1 MB
286	mat_infscite (50)	mat_infscite	CACHED	0	481ms	273ms	14.9 MB	14.9 MB
295	mat_infscite (36)	mat_infscite	CACHED	0	483ms	283ms	14.7 MB	14.8 MB
255	trim_infscite (43)	trim_infscite	CACHED	0	256ms	47ms	2.1 MB	2.1 MB
305	trim_infscite (39)	trim_infscite	CACHED	0	373ms	46ms	0	0
