task_id	name	process	status	exit	duration	realtime	rss	peak_rss
121	run_ppsasc (29)	run_ppsasc	CACHED	0	34m 8s	34m 8s	4.6 MB	4.6 MB
160	run_resasc (49)	run_resasc	CACHED	0	23m 11s	23m 10s	4.6 MB	4.6 MB
188	run_ppsasc (44)	run_ppsasc	CACHED	0	20m 32s	20m 32s	4.6 MB	4.6 MB
111	run_resasc (31)	run_resasc	CACHED	0	19m 1s	19m	4.6 MB	4.6 MB
89	run_ppsasc (21)	run_ppsasc	CACHED	0	55m 48s	55m 48s	4.6 MB	4.6 MB
37	run_resasc (7)	run_resasc	CACHED	0	18m 1s	18m	4.7 MB	4.7 MB
51	run_resasc (11)	run_resasc	CACHED	0	18m 29s	18m 29s	4.6 MB	4.6 MB
69	cvt_scite_input (20)	cvt_scite_input	CACHED	0	1.4s	311ms	22.5 MB	22.5 MB
70	cvt_scite_input (21)	cvt_scite_input	CACHED	0	1.8s	339ms	20.5 MB	20.5 MB
54	run_ppsasc (12)	run_ppsasc	CACHED	0	47m 46s	47m 46s	4.6 MB	4.6 MB
179	run_ppsasc (39)	run_ppsasc	CACHED	0	28m 25s	28m 25s	4.6 MB	4.6 MB
128	run_sasc (36)	run_sasc	CACHED	0	22m 11s	22m 10s	4.6 MB	4.6 MB
3	run_ppsasc (1)	run_ppsasc	CACHED	0	27m 23s	27m 23s	4.6 MB	4.6 MB
31	run_ppsasc (6)	run_ppsasc	CACHED	0	28m 28s	28m 28s	4.6 MB	4.6 MB
46	run_resasc (9)	run_resasc	CACHED	0	19m 19s	19m 18s	4.7 MB	4.7 MB
21	run_sasc (8)	run_sasc	CACHED	0	28m 42s	28m 42s	4.7 MB	4.7 MB
138	run_sasc (39)	run_sasc	CACHED	0	36m 4s	36m 3s	4.6 MB	4.6 MB
101	run_ppsasc (25)	run_ppsasc	CACHED	0	37m 18s	37m 18s	4.7 MB	4.7 MB
147	run_resasc (40)	run_resasc	CACHED	0	2h 31m 57s	2h 31m 57s	4.6 MB	4.6 MB
80	run_ppsasc (17)	run_ppsasc	CACHED	0	2h 8m 36s	2h 8m 36s	4.6 MB	4.6 MB
30	run_sasc (12)	run_sasc	CACHED	0	40m 13s	40m 13s	4.6 MB	4.6 MB
11	cvt_scite_input (4)	cvt_scite_input	CACHED	0	1.4s	268ms	2.2 MB	2.2 MB
173	run_sasc (49)	run_sasc	CACHED	0	33m 9s	33m 9s	4.7 MB	4.7 MB
86	cvt_scite_input (23)	cvt_scite_input	CACHED	0	1.8s	392ms	2.1 MB	2.1 MB
151	run_resasc (42)	run_resasc	CACHED	0	25m 5s	25m 5s	4.6 MB	4.6 MB
24	run_ppsasc (4)	run_ppsasc	CACHED	0	29m 5s	29m 5s	4.7 MB	4.7 MB
32	run_resasc (6)	run_resasc	CACHED	0	37m 49s	37m 48s	4.7 MB	4.7 MB
56	cvt_scite_input (15)	cvt_scite_input	CACHED	0	1.6s	294ms	2.2 MB	2.2 MB
107	run_sasc (28)	run_sasc	CACHED	0	28m 51s	28m 51s	4.7 MB	4.7 MB
195	run_ppsasc (49)	run_ppsasc	CACHED	0	49m 3s	49m 3s	4.6 MB	4.6 MB
177	run_ppsasc (37)	run_ppsasc	CACHED	0	3h 5m 6s	3h 5m 5s	4.7 MB	4.7 MB
35	cvt_scite_input (10)	cvt_scite_input	CACHED	0	1.5s	303ms	2.2 MB	2.2 MB
85	run_ppsasc (18)	run_ppsasc	CACHED	0	1h 59m 43s	1h 59m 42s	4.6 MB	4.6 MB
196	run_ppsasc (50)	run_ppsasc	CACHED	0	25m 47s	25m 46s	4.6 MB	4.6 MB
64	cvt_scite_input (17)	cvt_scite_input	CACHED	0	1.8s	354ms	0	0
159	run_resasc (48)	run_resasc	CACHED	0	57m 42s	57m 42s	4.6 MB	4.6 MB
124	run_sasc (35)	run_sasc	CACHED	0	34m 15s	34m 15s	4.7 MB	4.7 MB
59	cvt_scite_input (16)	cvt_scite_input	CACHED	0	1.6s	339ms	2.2 MB	2.2 MB
71	run_resasc (17)	run_resasc	CACHED	0	29m 17s	29m 16s	4.7 MB	4.7 MB
197	cvt_scite_input (47)	cvt_scite_input	CACHED	0	1.5s	515ms	17.9 MB	17.9 MB
93	run_resasc (22)	run_resasc	CACHED	0	49m 14s	49m 13s	4.6 MB	4.6 MB
156	run_resasc (45)	run_resasc	CACHED	0	24m 16s	24m 16s	4.6 MB	4.6 MB
192	cvt_scite_input (45)	cvt_scite_input	CACHED	0	1.8s	377ms	24.2 MB	24.2 MB
28	cvt_scite_input (8)	cvt_scite_input	CACHED	0	1.4s	301ms	2.2 MB	2.2 MB
4	run_sasc (1)	run_sasc	CACHED	0	1h 9m 32s	1h 9m 31s	4.6 MB	4.6 MB
189	run_ppsasc (45)	run_ppsasc	CACHED	0	33m 5s	33m 5s	4.5 MB	4.5 MB
65	run_resasc (16)	run_resasc	CACHED	0	20m 33s	20m 32s	4.6 MB	4.6 MB
75	run_sasc (23)	run_sasc	CACHED	0	44m 2s	44m 2s	4.6 MB	4.6 MB
186	cvt_scite_input (44)	cvt_scite_input	CACHED	0	1.9s	314ms	2.1 MB	2.1 MB
78	run_ppsasc (16)	run_ppsasc	CACHED	0	1h 10m 8s	1h 10m 8s	4.5 MB	4.5 MB
15	run_sasc (6)	run_sasc	CACHED	0	37m 32s	37m 31s	4.6 MB	4.6 MB
142	run_resasc (38)	run_resasc	CACHED	0	36m 47s	36m 47s	4.6 MB	4.6 MB
16	cvt_scite_input (6)	cvt_scite_input	CACHED	0	1.6s	204ms	2.1 MB	2.1 MB
104	cvt_scite_input (24)	cvt_scite_input	CACHED	0	1.8s	595ms	10.6 MB	10.6 MB
19	cvt_scite_input (7)	cvt_scite_input	CACHED	0	1.4s	367ms	19.4 MB	19.4 MB
95	run_resasc (23)	run_resasc	CACHED	0	1h 35m 43s	1h 35m 43s	4.6 MB	4.6 MB
22	run_resasc (4)	run_resasc	CACHED	0	37m 40s	37m 39s	4.6 MB	4.6 MB
42	run_sasc (15)	run_sasc	CACHED	0	48m 38s	48m 37s	4.7 MB	4.7 MB
61	run_sasc (18)	run_sasc	CACHED	0	46m 57s	46m 57s	4.6 MB	4.6 MB
92	run_sasc (26)	run_sasc	CACHED	0	40m 11s	40m 11s	4.6 MB	4.6 MB
181	cvt_scite_input (41)	cvt_scite_input	CACHED	0	1.7s	498ms	19.7 MB	19.7 MB
119	run_sasc (34)	run_sasc	CACHED	0	39m 41s	39m 41s	4.8 MB	4.8 MB
29	run_ppsasc (5)	run_ppsasc	CACHED	0	37m 10s	37m 9s	4.6 MB	4.6 MB
129	cvt_scite_input (30)	cvt_scite_input	CACHED	0	1.5s	594ms	16.9 MB	16.9 MB
72	run_sasc (20)	run_sasc	CACHED	0	1h 5m 13s	1h 5m 13s	4.7 MB	4.7 MB
100	run_resasc (27)	run_resasc	CACHED	0	1h 8m 5s	1h 8m 5s	4.6 MB	4.6 MB
53	cvt_scite_input (14)	cvt_scite_input	CACHED	0	1.6s	297ms	22.8 MB	22.8 MB
163	run_sasc (44)	run_sasc	CACHED	0	50m 29s	50m 29s	4.6 MB	4.6 MB
133	run_sasc (37)	run_sasc	CACHED	0	44m 31s	44m 31s	4.7 MB	4.7 MB
149	cvt_scite_input (36)	cvt_scite_input	CACHED	0	1.6s	444ms	24.2 MB	24.2 MB
154	run_ppsasc (32)	run_ppsasc	CACHED	0	2h 34m 20s	2h 34m 19s	4.6 MB	4.6 MB
12	run_sasc (5)	run_sasc	CACHED	0	30m 48s	30m 48s	4.6 MB	4.6 MB
127	cvt_scite_input (29)	cvt_scite_input	CACHED	0	1.4s	418ms	19.9 MB	19.9 MB
26	run_resasc (5)	run_resasc	CACHED	0	19m 10s	19m 9s	4.7 MB	4.7 MB
191	run_ppsasc (47)	run_ppsasc	CACHED	0	24m 42s	24m 42s	4.6 MB	4.6 MB
17	run_resasc (3)	run_resasc	CACHED	0	20m 47s	20m 46s	4.5 MB	4.5 MB
44	run_ppsasc (9)	run_ppsasc	CACHED	0	29m 29s	29m 28s	4.6 MB	4.6 MB
130	run_resasc (35)	run_resasc	CACHED	0	22m 31s	22m 30s	4.7 MB	4.7 MB
135	run_sasc (38)	run_sasc	CACHED	0	37m 13s	37m 13s	4.7 MB	4.7 MB
246	run_infscite (42)	run_infscite	CACHED	0	7h 37s	7h 37s	5 MB	5 MB
223	run_infscite (2)	run_infscite	CACHED	0	6h 35m 8s	6h 35m 8s	5 MB	5 MB
232	run_infscite (11)	run_infscite	CACHED	0	6h 21m 21s	6h 21m 20s	5 MB	5 MB
216	run_infscite (20)	run_infscite	CACHED	0	6h 33m 28s	6h 33m 28s	5.1 MB	5.1 MB
217	run_infscite (38)	run_infscite	CACHED	0	6h 6m 48s	6h 6m 47s	4.9 MB	4.9 MB
236	run_infscite (6)	run_infscite	CACHED	0	6h 18m 12s	6h 18m 12s	5.1 MB	5.1 MB
243	run_infscite (17)	run_infscite	CACHED	0	6h 43m 8s	6h 43m 8s	5.1 MB	5.1 MB
242	run_infscite (30)	run_infscite	CACHED	0	6h 10m 26s	6h 10m 26s	5.1 MB	5.1 MB
229	run_infscite (22)	run_infscite	CACHED	0	6h 31m 26s	6h 31m 26s	5.1 MB	5.1 MB
244	run_infscite (15)	run_infscite	CACHED	0	6h 27m 52s	6h 27m 52s	5 MB	5 MB
219	run_infscite (23)	run_infscite	CACHED	0	6h 30m 51s	6h 30m 50s	5 MB	5 MB
203	run_infscite (8)	run_infscite	CACHED	0	6h 16m 8s	6h 16m 8s	5.1 MB	5.1 MB
250	run_infscite (24)	run_infscite	CACHED	0	6h 37m 1s	6h 37m	5.1 MB	5.1 MB
233	run_infscite (10)	run_infscite	CACHED	0	5h 43m 45s	5h 43m 45s	5 MB	5 MB
218	run_infscite (33)	run_infscite	CACHED	0	5h 58m 55s	5h 58m 54s	5.2 MB	5.2 MB
214	run_infscite (14)	run_infscite	CACHED	0	6h 9m 39s	6h 9m 39s	5 MB	5 MB
235	run_infscite (41)	run_infscite	CACHED	0	5h 46m 24s	5h 46m 23s	5 MB	5 MB
228	run_infscite (44)	run_infscite	CACHED	0	6h 11m 12s	6h 11m 11s	5 MB	5 MB
209	run_infscite (43)	run_infscite	CACHED	0	6h 40s	6h 39s	5 MB	5 MB
239	run_infscite (34)	run_infscite	CACHED	0	6h 4m 25s	6h 4m 25s	5 MB	5 MB
247	run_infscite (16)	run_infscite	CACHED	0	5h 42m 30s	5h 42m 29s	4.9 MB	4.9 MB
240	run_infscite (39)	run_infscite	CACHED	0	6h 9m 49s	6h 9m 49s	5 MB	5 MB
221	run_infscite (25)	run_infscite	CACHED	0	6h 11m 21s	6h 11m 21s	5.1 MB	5.1 MB
241	run_infscite (28)	run_infscite	CACHED	0	7h 2m 48s	7h 2m 48s	4.9 MB	4.9 MB
213	run_infscite (27)	run_infscite	CACHED	0	6h 3m 48s	6h 3m 48s	5 MB	5 MB
207	run_infscite (3)	run_infscite	CACHED	0	6h 43s	6h 43s	5 MB	5 MB
248	run_infscite (12)	run_infscite	CACHED	0	6h 28m 55s	6h 28m 55s	4.9 MB	4.9 MB
222	run_infscite (40)	run_infscite	CACHED	0	6h 6m 24s	6h 6m 24s	5 MB	5 MB
225	run_infscite (37)	run_infscite	CACHED	0	6h 6m 1s	6h 6m	5.1 MB	5.1 MB
204	run_infscite (18)	run_infscite	CACHED	0	6h 13m 14s	6h 13m 14s	5 MB	5 MB
238	run_infscite (49)	run_infscite	CACHED	0	5h 8m 7s	5h 8m 7s	5.1 MB	5.1 MB
234	run_infscite (36)	run_infscite	CACHED	0	5h 45m 46s	5h 45m 45s	5.1 MB	5.1 MB
201	run_infscite (45)	run_infscite	CACHED	0	7h 3m 13s	7h 3m 13s	5 MB	5 MB
208	run_infscite (47)	run_infscite	CACHED	0	6h 16m 2s	6h 16m 1s	5 MB	5 MB
245	run_infscite (21)	run_infscite	CACHED	0	6h 36m 30s	6h 36m 30s	5 MB	5 MB
249	run_infscite (35)	run_infscite	CACHED	0	6h 10m 46s	6h 10m 46s	5 MB	5 MB
211	run_infscite (48)	run_infscite	CACHED	0	7h 3m	7h 3m	5 MB	5 MB
237	run_infscite (46)	run_infscite	CACHED	0	5h 49m 5s	5h 49m 4s	5 MB	5 MB
231	run_infscite (5)	run_infscite	CACHED	0	6h 28m 35s	6h 28m 35s	5 MB	5 MB
226	run_infscite (31)	run_infscite	CACHED	0	6h 26m 48s	6h 26m 47s	5.1 MB	5.1 MB
220	run_infscite (9)	run_infscite	CACHED	0	6h 25m 10s	6h 25m 10s	5.1 MB	5.1 MB
224	run_infscite (13)	run_infscite	CACHED	0	6h 14m 59s	6h 14m 59s	5 MB	5 MB
210	run_infscite (29)	run_infscite	CACHED	0	6h 2m 40s	6h 2m 40s	5.1 MB	5.1 MB
206	run_infscite (7)	run_infscite	CACHED	0	6h 31m 47s	6h 31m 47s	5.1 MB	5.1 MB
227	run_infscite (50)	run_infscite	CACHED	0	6h 5m 18s	6h 5m 17s	4.9 MB	4.9 MB
205	run_infscite (26)	run_infscite	CACHED	0	6h 13m 7s	6h 13m 7s	5.1 MB	5.1 MB
202	run_infscite (1)	run_infscite	CACHED	0	6h 25m 56s	6h 25m 56s	5.1 MB	5.1 MB
230	run_infscite (32)	run_infscite	CACHED	0	5h 57m 41s	5h 57m 40s	5.1 MB	5.1 MB
215	run_infscite (19)	run_infscite	CACHED	0	6h 41m 53s	6h 41m 52s	4.9 MB	4.9 MB
212	run_infscite (4)	run_infscite	CACHED	0	6h 34m 29s	6h 34m 28s	5 MB	5 MB
336	mat_infscite (26)	mat_infscite	CACHED	0	826ms	344ms	2.1 MB	2.1 MB
252	mat_infscite (20)	mat_infscite	CACHED	0	842ms	271ms	2.2 MB	2.2 MB
307	trim_infscite (25)	trim_infscite	CACHED	0	614ms	171ms	0	0
292	trim_infscite (32)	trim_infscite	CACHED	0	878ms	220ms	2.2 MB	2.2 MB
303	mat_infscite (44)	mat_infscite	CACHED	0	459ms	197ms	2.2 MB	2.2 MB
316	mat_infscite (29)	mat_infscite	CACHED	0	819ms	327ms	2.2 MB	2.2 MB
335	trim_infscite (26)	trim_infscite	CACHED	0	691ms	98ms	0	0
337	trim_infscite (4)	trim_infscite	CACHED	0	777ms	159ms	0	0
289	mat_infscite (33)	mat_infscite	CACHED	0	748ms	237ms	2.2 MB	2.2 MB
299	trim_infscite (48)	trim_infscite	CACHED	0	369ms	46ms	2.2 MB	2.2 MB
323	trim_infscite (37)	trim_infscite	CACHED	0	689ms	107ms	0	0
338	mat_infscite (4)	mat_infscite	CACHED	0	1.1s	356ms	2.1 MB	2.1 MB
258	trim_infscite (3)	trim_infscite	CACHED	0	744ms	161ms	0	0
320	trim_infscite (45)	trim_infscite	CACHED	0	371ms	41ms	2.2 MB	2.2 MB
324	mat_infscite (37)	mat_infscite	CACHED	0	723ms	248ms	2.2 MB	2.2 MB
325	mat_infscite (10)	mat_infscite	CACHED	0	1.1s	630ms	24.8 MB	24.8 MB
350	mat_infscite (11)	mat_infscite	CACHED	0	1.1s	627ms	2.2 MB	2.2 MB
339	trim_infscite (50)	trim_infscite	CACHED	0	354ms	144ms	9.5 MB	9.5 MB
