task_id	name	process	status	exit	duration	realtime	rss	peak_rss
200	cvt_scite_input (50)	cvt_scite_input	CACHED	0	1.9s	466ms	17.6 MB	17.6 MB
66	run_ppsasc (17)	run_ppsasc	CACHED	0	20m 47s	20m 47s	4.7 MB	4.7 MB
11	run_sasc (2)	run_sasc	CACHED	0	25m 29s	25m 29s	4.6 MB	4.6 MB
65	run_sasc (17)	run_sasc	CACHED	0	25m 23s	25m 23s	4.6 MB	4.6 MB
161	run_resasc (42)	run_resasc	CACHED	0	14m 20s	14m 20s	4.6 MB	4.6 MB
164	run_sasc (45)	run_sasc	CACHED	0	24m 47s	24m 47s	4.5 MB	4.5 MB
42	cvt_scite_input (11)	cvt_scite_input	CACHED	0	1.5s	415ms	17.1 MB	17.1 MB
29	run_resasc (8)	run_resasc	CACHED	0	14m 10s	14m 10s	4.6 MB	4.6 MB
41	run_resasc (11)	run_resasc	CACHED	0	14m 47s	14m 47s	4.7 MB	4.7 MB
149	run_resasc (38)	run_resasc	CACHED	0	15m 4s	15m 4s	4.5 MB	4.5 MB
145	run_ppsasc (36)	run_ppsasc	CACHED	0	19m 57s	19m 57s	4.6 MB	4.6 MB
189	run_resasc (47)	run_resasc	CACHED	0	14m 55s	14m 55s	4.6 MB	4.6 MB
168	cvt_scite_input (39)	cvt_scite_input	CACHED	0	1.7s	357ms	18.5 MB	18.5 MB
144	run_ppsasc (35)	run_ppsasc	CACHED	0	20m 29s	20m 28s	4.6 MB	4.6 MB
6	run_resasc (2)	run_resasc	CACHED	0	14m 42s	14m 42s	4.6 MB	4.6 MB
142	run_sasc (39)	run_sasc	CACHED	0	24m 44s	24m 44s	4.6 MB	4.6 MB
9	run_resasc (3)	run_resasc	CACHED	0	15m 29s	15m 29s	4.6 MB	4.6 MB
179	run_ppsasc (46)	run_ppsasc	CACHED	0	20m 39s	20m 39s	4.6 MB	4.6 MB
1	run_ppsasc (1)	run_ppsasc	CACHED	0	6h 13m 59s	6h 13m 59s	4.7 MB	4.7 MB
70	run_ppsasc (18)	run_ppsasc	CACHED	0	21m 3s	21m 3s	4.5 MB	4.5 MB
44	run_ppsasc (11)	run_ppsasc	CACHED	0	20m 1s	20m 1s	4.6 MB	4.6 MB
176	run_ppsasc (43)	run_ppsasc	CACHED	0	21m 8s	21m 7s	4.6 MB	4.6 MB
89	cvt_scite_input (21)	cvt_scite_input	CACHED	0	1.5s	314ms	21.9 MB	21.9 MB
93	run_ppsasc (24)	run_ppsasc	CACHED	0	19m 48s	19m 48s	4.7 MB	4.7 MB
84	run_resasc (21)	run_resasc	CACHED	0	14m 31s	14m 31s	4.6 MB	4.6 MB
58	cvt_scite_input (15)	cvt_scite_input	CACHED	0	1.4s	354ms	21.6 MB	21.6 MB
122	run_sasc (30)	run_sasc	CACHED	0	26m 18s	26m 18s	4.7 MB	4.7 MB
143	run_sasc (40)	run_sasc	CACHED	0	25m 1s	25m 1s	4.7 MB	4.7 MB
177	run_ppsasc (44)	run_ppsasc	CACHED	0	21m 4s	21m 4s	4.5 MB	4.5 MB
165	run_sasc (46)	run_sasc	CACHED	0	25m 39s	25m 39s	4.5 MB	4.5 MB
68	run_sasc (18)	run_sasc	CACHED	0	25m 42s	25m 42s	4.5 MB	4.5 MB
102	run_sasc (26)	run_sasc	CACHED	0	25m 43s	25m 42s	4.6 MB	4.6 MB
48	run_resasc (12)	run_resasc	CACHED	0	14m 55s	14m 55s	4.7 MB	4.7 MB
157	run_sasc (43)	run_sasc	CACHED	0	26m 21s	26m 21s	4.6 MB	4.6 MB
141	run_sasc (38)	run_sasc	CACHED	0	26m 51s	26m 51s	4.6 MB	4.6 MB
10	run_ppsasc (3)	run_ppsasc	CACHED	0	21m 48s	21m 48s	4.6 MB	4.6 MB
124	run_sasc (31)	run_sasc	CACHED	0	25m 25s	25m 25s	4.6 MB	4.6 MB
45	run_sasc (12)	run_sasc	CACHED	0	26m 32s	26m 32s	4.6 MB	4.6 MB
5	run_ppsasc (2)	run_ppsasc	CACHED	0	6h 16m 52s	6h 16m 52s	4.6 MB	4.6 MB
187	run_ppsasc (48)	run_ppsasc	CACHED	0	19m 54s	19m 54s	4.5 MB	4.5 MB
88	run_resasc (23)	run_resasc	CACHED	0	14m 58s	14m 58s	4.6 MB	4.6 MB
95	run_ppsasc (25)	run_ppsasc	CACHED	0	20m 41s	20m 41s	4.5 MB	4.5 MB
175	run_ppsasc (42)	run_ppsasc	CACHED	0	20m 24s	20m 24s	4.6 MB	4.6 MB
131	run_ppsasc (33)	run_ppsasc	CACHED	0	21m 5s	21m 5s	4.5 MB	4.5 MB
116	run_resasc (29)	run_resasc	CACHED	0	15m 10s	15m 10s	4.7 MB	4.7 MB
123	run_resasc (31)	run_resasc	CACHED	0	14m 30s	14m 30s	4.7 MB	4.7 MB
39	run_ppsasc (10)	run_ppsasc	CACHED	0	20m 23s	20m 23s	4.5 MB	4.5 MB
129	cvt_scite_input (33)	cvt_scite_input	CACHED	0	1.3s	407ms	19.5 MB	19.5 MB
104	run_ppsasc (26)	run_ppsasc	CACHED	0	20m 37s	20m 37s	4.6 MB	4.6 MB
78	run_resasc (20)	run_resasc	CACHED	0	14m 7s	14m 6s	4.7 MB	4.7 MB
8	cvt_scite_input (3)	cvt_scite_input	CACHED	0	1.5s	544ms	16.4 MB	16.4 MB
172	run_resasc (44)	run_resasc	CACHED	0	14m 55s	14m 54s	4.6 MB	4.6 MB
72	run_ppsasc (19)	run_ppsasc	CACHED	0	6h 12m 41s	6h 12m 40s	4.6 MB	4.6 MB
81	cvt_scite_input (19)	cvt_scite_input	CACHED	0	1.8s	337ms	16.3 MB	16.3 MB
51	run_ppsasc (13)	run_ppsasc	CACHED	0	6h 15m 37s	6h 15m 37s	4.5 MB	4.5 MB
36	run_sasc (9)	run_sasc	CACHED	0	25m 45s	25m 44s	4.6 MB	4.6 MB
170	cvt_scite_input (41)	cvt_scite_input	CACHED	0	1.4s	396ms	19.1 MB	19.1 MB
146	run_resasc (36)	run_resasc	CACHED	0	14m 12s	14m 12s	4.7 MB	4.7 MB
167	cvt_scite_input (38)	cvt_scite_input	CACHED	0	1.4s	329ms	22.8 MB	22.8 MB
73	run_sasc (19)	run_sasc	CACHED	0	24m 33s	24m 33s	4.6 MB	4.6 MB
12	cvt_scite_input (4)	cvt_scite_input	CACHED	0	1.3s	241ms	24.5 MB	24.5 MB
155	run_ppsasc (38)	run_ppsasc	CACHED	0	21m 29s	21m 29s	4.7 MB	4.7 MB
55	run_ppsasc (14)	run_ppsasc	CACHED	0	21m 6s	21m 5s	4.6 MB	4.6 MB
120	cvt_scite_input (31)	cvt_scite_input	CACHED	0	1.2s	408ms	23.6 MB	23.6 MB
46	cvt_scite_input (12)	cvt_scite_input	CACHED	0	2.2s	304ms	22 MB	22 MB
98	cvt_scite_input (24)	cvt_scite_input	CACHED	0	1.8s	470ms	19.7 MB	19.7 MB
136	run_sasc (35)	run_sasc	CACHED	0	25m 20s	25m 20s	4.6 MB	4.6 MB
43	run_sasc (11)	run_sasc	CACHED	0	25m 30s	25m 30s	4.6 MB	4.6 MB
160	run_ppsasc (40)	run_ppsasc	CACHED	0	20m 41s	20m 41s	4.6 MB	4.6 MB
37	run_resasc (10)	run_resasc	CACHED	0	14m 20s	14m 20s	4.6 MB	4.6 MB
71	cvt_scite_input (17)	cvt_scite_input	CACHED	0	1.4s	453ms	2.2 MB	2.2 MB
