task_id	name	process	status	exit	duration	realtime	rss	peak_rss
163	run_ppsasc (50)	run_ppsasc	CACHED	0	20m 50s	20m 50s	4.6 MB	4.6 MB
127	run_resasc (32)	run_resasc	CACHED	0	13m 26s	13m 25s	4.6 MB	4.6 MB
150	run_ppsasc (49)	run_ppsasc	CACHED	0	44m	44m	4.6 MB	4.6 MB
54	run_sasc (16)	run_sasc	CACHED	0	36m 49s	36m 48s	4.6 MB	4.6 MB
66	run_sasc (20)	run_sasc	CACHED	0	45m 23s	45m 23s	4.6 MB	4.6 MB
181	run_resasc (39)	run_resasc	CACHED	0	13m 39s	13m 39s	4.7 MB	4.7 MB
89	run_resasc (20)	run_resasc	CACHED	0	13m 45s	13m 45s	4.7 MB	4.7 MB
21	cvt_scite_input (5)	cvt_scite_input	CACHED	0	1.1s	243ms	18.2 MB	18.2 MB
32	run_sasc (9)	run_sasc	CACHED	0	36m 3s	36m 3s	4.6 MB	4.6 MB
177	run_resasc (38)	run_resasc	CACHED	0	13m 59s	13m 59s	4.7 MB	4.7 MB
49	run_resasc (11)	run_resasc	CACHED	0	14m 13s	14m 13s	4.7 MB	4.7 MB
48	run_ppsasc (15)	run_ppsasc	CACHED	0	25m 39s	25m 39s	4.6 MB	4.6 MB
179	run_sasc (49)	run_sasc	CACHED	0	47m 18s	47m 17s	4.6 MB	4.6 MB
29	run_ppsasc (9)	run_ppsasc	CACHED	0	26m 2s	26m 2s	4.6 MB	4.6 MB
19	run_ppsasc (6)	run_ppsasc	CACHED	0	25m 1s	25m 1s	4.6 MB	4.6 MB
1	run_resasc (1)	run_resasc	CACHED	0	13m 52s	13m 52s	4.7 MB	4.7 MB
12	run_sasc (4)	run_sasc	CACHED	0	34m 15s	34m 15s	4.5 MB	4.5 MB
67	run_ppsasc (20)	run_ppsasc	CACHED	0	1h 12m 40s	1h 12m 40s	4.5 MB	4.5 MB
14	run_ppsasc (4)	run_ppsasc	CACHED	0	26m 23s	26m 23s	4.6 MB	4.6 MB
73	run_sasc (23)	run_sasc	CACHED	0	28m 33s	28m 32s	4.6 MB	4.6 MB
145	run_ppsasc (48)	run_ppsasc	CACHED	0	22m 9s	22m 8s	4.5 MB	4.5 MB
37	run_ppsasc (11)	run_ppsasc	CACHED	0	22m 35s	22m 35s	4.6 MB	4.6 MB
142	cvt_scite_input (31)	cvt_scite_input	CACHED	0	1.4s	314ms	21.2 MB	21.2 MB
153	run_resasc (35)	run_resasc	CACHED	0	14m 15s	14m 15s	4.7 MB	4.7 MB
197	run_resasc (47)	run_resasc	CACHED	0	13m 57s	13m 57s	4.7 MB	4.7 MB
189	cvt_scite_input (45)	cvt_scite_input	CACHED	0	1.2s	295ms	19.5 MB	19.5 MB
152	run_sasc (35)	run_sasc	CACHED	0	52m 22s	52m 21s	4.7 MB	4.7 MB
196	run_resasc (46)	run_resasc	CACHED	0	14m 7s	14m 7s	4.6 MB	4.6 MB
92	run_resasc (21)	run_resasc	CACHED	0	13m 43s	13m 43s	4.6 MB	4.6 MB
116	run_resasc (28)	run_resasc	CACHED	0	14m 28s	14m 28s	4.5 MB	4.5 MB
76	run_ppsasc (23)	run_ppsasc	CACHED	0	23m 6s	23m 6s	4.6 MB	4.6 MB
88	run_ppsasc (25)	run_ppsasc	CACHED	0	26m 30s	26m 29s	4.5 MB	4.5 MB
35	run_resasc (8)	run_resasc	CACHED	0	14m 12s	14m 12s	4.7 MB	4.7 MB
40	run_ppsasc (12)	run_ppsasc	CACHED	0	24m 54s	24m 54s	4.6 MB	4.6 MB
122	run_ppsasc (39)	run_ppsasc	CACHED	0	23m 23s	23m 22s	4.6 MB	4.6 MB
199	run_resasc (49)	run_resasc	CACHED	0	14m 3s	14m 3s	4.8 MB	4.8 MB
114	cvt_scite_input (21)	cvt_scite_input	CACHED	0	1.2s	332ms	20.6 MB	20.6 MB
148	run_sasc (34)	run_sasc	CACHED	0	30m 12s	30m 12s	4.6 MB	4.6 MB
183	run_resasc (41)	run_resasc	CACHED	0	14m 33s	14m 33s	4.6 MB	4.6 MB
147	run_resasc (34)	run_resasc	CACHED	0	14m 21s	14m 21s	4.6 MB	4.6 MB
159	run_sasc (36)	run_sasc	CACHED	0	31m 29s	31m 29s	4.6 MB	4.6 MB
112	run_sasc (28)	run_sasc	CACHED	0	26m 37s	26m 36s	4.6 MB	4.6 MB
129	cvt_scite_input (26)	cvt_scite_input	CACHED	0	1.1s	296ms	23.8 MB	23.8 MB
6	run_sasc (2)	run_sasc	CACHED	0	39m 57s	39m 57s	4.6 MB	4.6 MB
173	run_sasc (44)	run_sasc	CACHED	0	36m 20s	36m 20s	4.6 MB	4.6 MB
87	cvt_scite_input (19)	cvt_scite_input	CACHED	0	1.3s	349ms	19.1 MB	19.1 MB
105	run_ppsasc (35)	run_ppsasc	CACHED	0	21m 14s	21m 13s	4.7 MB	4.7 MB
69	run_ppsasc (21)	run_ppsasc	CACHED	0	21m 55s	21m 55s	4.6 MB	4.6 MB
161	run_resasc (37)	run_resasc	CACHED	0	14m 26s	14m 26s	4.6 MB	4.6 MB
110	run_ppsasc (37)	run_ppsasc	CACHED	0	21m 12s	21m 12s	4.6 MB	4.6 MB
75	run_ppsasc (22)	run_ppsasc	CACHED	0	25m 21s	25m 21s	4.7 MB	4.7 MB
31	cvt_scite_input (7)	cvt_scite_input	CACHED	0	1.2s	369ms	16 MB	16 MB
102	run_ppsasc (32)	run_ppsasc	CACHED	0	23m 50s	23m 49s	4.7 MB	4.7 MB
53	run_resasc (12)	run_resasc	CACHED	0	13m 41s	13m 41s	4.7 MB	4.7 MB
115	cvt_scite_input (22)	cvt_scite_input	CACHED	0	1.5s	479ms	17 MB	17 MB
20	run_sasc (6)	run_sasc	CACHED	0	28m 43s	28m 43s	4.6 MB	4.6 MB
175	run_sasc (46)	run_sasc	CACHED	0	1h 14m 15s	1h 14m 15s	4.6 MB	4.6 MB
72	run_sasc (22)	run_sasc	CACHED	0	19m 10s	19m 9s	4.6 MB	4.6 MB
140	cvt_scite_input (30)	cvt_scite_input	CACHED	0	1.3s	404ms	18.3 MB	18.3 MB
33	run_ppsasc (10)	run_ppsasc	CACHED	0	35m 33s	35m 33s	4.7 MB	4.7 MB
11	cvt_scite_input (3)	cvt_scite_input	CACHED	0	1.2s	360ms	16.3 MB	16.3 MB
158	cvt_scite_input (38)	cvt_scite_input	CACHED	0	1.1s	262ms	19 MB	19 MB
157	cvt_scite_input (37)	cvt_scite_input	CACHED	0	1.1s	242ms	20.4 MB	20.4 MB
93	run_resasc (22)	run_resasc	CACHED	0	13m 12s	13m 12s	4.6 MB	4.6 MB
190	cvt_scite_input (46)	cvt_scite_input	CACHED	0	1.1s	353ms	19 MB	19 MB
34	cvt_scite_input (8)	cvt_scite_input	CACHED	0	1.1s	309ms	17.6 MB	17.6 MB
24	run_sasc (7)	run_sasc	CACHED	0	32m 5s	32m 5s	4.6 MB	4.6 MB
137	run_sasc (32)	run_sasc	CACHED	0	1h 33m 44s	1h 33m 43s	4.7 MB	4.7 MB
55	run_ppsasc (17)	run_ppsasc	CACHED	0	19m 49s	19m 49s	4.6 MB	4.6 MB
39	run_sasc (11)	run_sasc	CACHED	0	20m 45s	20m 45s	4.6 MB	4.6 MB
60	run_resasc (14)	run_resasc	CACHED	0	13m 50s	13m 50s	4.5 MB	4.5 MB
121	run_resasc (31)	run_resasc	CACHED	0	14m 39s	14m 39s	4.7 MB	4.7 MB
170	cvt_scite_input (42)	cvt_scite_input	CACHED	0	1.2s	326ms	21.5 MB	21.5 MB
3	run_ppsasc (1)	run_ppsasc	CACHED	0	29m 39s	29m 39s	4.5 MB	4.5 MB
28	run_sasc (8)	run_sasc	CACHED	0	47m 17s	47m 16s	4.7 MB	4.7 MB
90	run_ppsasc (26)	run_ppsasc	CACHED	0	20m 5s	20m 5s	4.7 MB	4.7 MB
174	run_sasc (45)	run_sasc	CACHED	0	26m 40s	26m 39s	4.6 MB	4.6 MB
30	run_resasc (7)	run_resasc	CACHED	0	14m 13s	14m 13s	4.6 MB	4.6 MB
22	run_resasc (5)	run_resasc	CACHED	0	14m 33s	14m 33s	4.5 MB	4.5 MB
78	run_resasc (17)	run_resasc	CACHED	0	13m 51s	13m 51s	4.6 MB	4.6 MB
149	cvt_scite_input (33)	cvt_scite_input	CACHED	0	1.3s	305ms	17.9 MB	17.9 MB
126	run_ppsasc (41)	run_ppsasc	CACHED	0	25m 14s	25m 14s	4.8 MB	4.8 MB
