task_id	name	process	status	exit	duration	realtime	rss	peak_rss
11	cvt_scite_input (3)	cvt_scite_input	CACHED	0	2.2s	621ms	16.7 MB	16.8 MB
163	run_sasc (39)	run_sasc	CACHED	0	21m 13s	21m 13s	4.5 MB	4.5 MB
32	run_sasc (7)	run_sasc	CACHED	0	20m 20s	20m 20s	4.5 MB	4.5 MB
123	run_sasc (30)	run_sasc	CACHED	0	19m 53s	19m 53s	4.5 MB	4.5 MB
35	run_ppsasc (10)	run_ppsasc	CACHED	0	20m 19s	20m 19s	4.6 MB	4.6 MB
65	run_resasc (18)	run_resasc	CACHED	0	13m 59s	13m 59s	4.5 MB	4.5 MB
129	run_resasc (34)	run_resasc	CACHED	0	14m 2s	14m 2s	4.5 MB	4.5 MB
47	cvt_scite_input (11)	cvt_scite_input	CACHED	0	1.6s	389ms	22.5 MB	22.5 MB
192	run_ppsasc (49)	run_ppsasc	CACHED	0	21m 16s	21m 16s	4.4 MB	4.4 MB
195	run_ppsasc (50)	run_ppsasc	CACHED	0	19m 34s	19m 34s	4.4 MB	4.4 MB
14	run_resasc (4)	run_resasc	CACHED	0	14m 38s	14m 37s	4.5 MB	4.5 MB
119	run_resasc (32)	run_resasc	CACHED	0	14m 3s	14m 3s	4.5 MB	4.5 MB
79	run_sasc (21)	run_sasc	CACHED	0	20m 4s	20m 4s	4.6 MB	4.6 MB
144	run_ppsasc (36)	run_ppsasc	CACHED	0	21m 2s	21m 1s	4.5 MB	4.5 MB
90	cvt_scite_input (21)	cvt_scite_input	CACHED	0	2s	316ms	2.2 MB	2.2 MB
154	run_ppsasc (39)	run_ppsasc	CACHED	0	21m 29s	21m 29s	4.4 MB	4.4 MB
168	run_resasc (36)	run_resasc	CACHED	0	14m 10s	14m 9s	4.5 MB	4.5 MB
75	cvt_scite_input (18)	cvt_scite_input	CACHED	0	2.2s	418ms	2.2 MB	2.2 MB
162	cvt_scite_input (48)	cvt_scite_input	CACHED	0	2.3s	687ms	18.1 MB	18.1 MB
12	run_sasc (3)	run_sasc	CACHED	0	20m 47s	20m 46s	4.5 MB	4.5 MB
86	run_ppsasc (21)	run_ppsasc	CACHED	0	20m 14s	20m 14s	4.4 MB	4.4 MB
56	run_resasc (16)	run_resasc	CACHED	0	14m 29s	14m 29s	4.6 MB	4.6 MB
76	cvt_scite_input (19)	cvt_scite_input	CACHED	0	2.1s	412ms	2.2 MB	2.2 MB
166	run_resasc (35)	run_resasc	CACHED	0	13m 45s	13m 45s	4.4 MB	4.4 MB
150	cvt_scite_input (43)	cvt_scite_input	CACHED	0	1.9s	395ms	16.2 MB	16.2 MB
72	run_ppsasc (18)	run_ppsasc	CACHED	0	20m 16s	20m 16s	4.5 MB	4.5 MB
171	cvt_scite_input (49)	cvt_scite_input	CACHED	0	2.3s	649ms	23.8 MB	23.8 MB
63	cvt_scite_input (15)	cvt_scite_input	CACHED	0	1.6s	463ms	17 MB	17 MB
138	run_sasc (32)	run_sasc	CACHED	0	20m 26s	20m 26s	4.4 MB	4.4 MB
29	run_ppsasc (8)	run_ppsasc	CACHED	0	20m 18s	20m 18s	4.5 MB	4.5 MB
130	cvt_scite_input (33)	cvt_scite_input	CACHED	0	2.3s	471ms	21.4 MB	21.4 MB
93	cvt_scite_input (23)	cvt_scite_input	CACHED	0	2.3s	559ms	21.4 MB	21.4 MB
173	run_sasc (44)	run_sasc	CACHED	0	20m 18s	20m 18s	4.5 MB	4.5 MB
132	cvt_scite_input (34)	cvt_scite_input	CACHED	0	2.3s	493ms	2.1 MB	2.1 MB
